<<<<<<< Updated upstream
151.549 0 151.549
-379.083 -8 371.083
26.583 -3 29.583
273.05 -8 281.05
287.121 -3 290.121
26.7273 4 22.7273
-258.045 1 259.045
-233.701 -2 231.701
-199.175 0 199.175
-538.063 -7 531.063
252.352 3 249.352
144.762 -1 145.762
-13.7182 2 15.7182
-61.4774 7 68.4774
-13.5146 2 15.5146
142.725 7 135.725
160.407 6 154.407
-203.71 -3 200.71
186.443 -4 190.443
-224.659 4 228.659
-125.305 -1 124.305
-623.1 -5 618.1

-117.953 2 119.953
-171.763 -5 166.763
161.052 -1 162.052
-140.37 6 146.37
-502.584 2 504.584
-42.8058 5 47.8058
-49.1657 0 49.1657
588.304 -3 591.304
-271.17 1 272.17
30.6267 6 24.6267
36.3918 -3 39.3918
-466.253 6 472.253
-638.4 -1 637.4
-109.228 0 109.228
64.9019 -4 68.9019
86.7351 0 86.7351
-74.123 -6 68.123
372.858 -6 378.858
-235.627 6 241.627
-480.07 6 486.07
231.473 -6 237.473
-84.8469 -2 82.8469
143.84 -1 144.84
547.509 -1 548.509
275.649 -5 280.649
226.879 6 220.879
98.3777 -8 106.378
-113.005 4 117.005
33.9451 -1 34.9451
174.289 -6 180.289
-15.9037 7 22.9037
90.9526 -4 94.9526
333.074 3 330.074
-120.938 -2 118.938
-210.264 -1 209.264
-102.764 4 106.764
74.4433 -8 82.4433
-160.886 -1 159.886
373.154 7 366.154
-1.24543 -8 6.75457
-152.803 -6 146.803
-288.804 4 292.804
70.7317 -3 73.7317
-24.4418 2 26.4418
305.722 2 303.722
47.1526 -1 48.1526
138.621 3 135.621
-129.558 -5 124.558
50.2133 4 46.2133
-8.89691 6 14.8969
-162.123 2 164.123
-156.659 -3 153.659
-43.9079 7 50.9079
-297.923 0 297.923
-54.7474 -7 47.7474
139.62 -7 146.62
-67.416 -6 61.416
-131.206 3 134.206
-174.136 -2 172.136
32.264 4 28.264
-272.143 -7 265.143
-53.9041 -5 48.9041
98.1248 -7 105.125
-161.337 -6 155.337

-276.606 -7 269.606
247.378 -4 251.378
-10.2604 -4 6.26039
-176.051 4 180.051
227.651 -6 233.651
-661.535 -4 657.535
294.277 -1 295.277
-308.947 -8 300.947
-195.189 2 197.189
116.622 -1 117.622
-292.613 -8 284.613
-0.572793 6 6.57279
203.254 5 198.254
-170.109 -8 162.109
337.095 -4 341.095
35.2756 -5 40.2756
291.125 2 289.125
257.745 1 256.745
-277.982 -4 273.982
-114.585 -5 109.585
-439.106 7 446.106
85.9704 -1 86.9704
-70.2077 -8 62.2077
82.4565 -8 90.4565
2.94532 -3 5.94532
474.584 -4 478.584
-185.558 3 188.558
-477.937 7 484.937
-272.288 -2 270.288
374.106 -3 377.106
-138.713 7 145.713
29.4542 -1 30.4542
-267.61 0 267.61
394.093 2 392.093
-245.255 -2 243.255
-251.126 3 254.126
-127.895 3 130.895
-621.07 -8 613.07
-85.4437 -3 82.4437
-100.124 3 103.124
84.5526 -5 89.5526
-30.2868 2 32.2868
-193.42 4 197.42
209.837 -3 212.837
180.059 2 178.059
76.2644 -7 83.2644
176.148 0 176.148
-74.424 7 81.424
-312.873 4 316.873
-363.053 2 365.053
-3.8422 2 5.8422
-39.5582 3 42.5582
363.102 5 358.102
-226.283 7 233.283
-333.753 -7 326.753
-286.973 -8 278.973
264.314 7 257.314
-211.793 -7 204.793
-290.408 -4 286.408
74.2218 -2 76.2218
543.002 2 541.002
-216.443 3 219.443
-93.3984 -3 90.3984
76.0905 -2 78.0905

-13.3659 6 19.3659
220.114 -2 222.114
291.933 0 291.933
-79.3411 0 79.3411
133.558 -5 138.558
-612.221 3 615.221
-93.2509 -7 86.2509
-346.997 -8 338.997
-523.401 5 528.401
-194.584 -6 188.584
210.201 3 207.201
353.68 -2 355.68
-260.902 4 264.902
14.9079 -7 21.9079
-93.5965 7 100.596
-221.344 -1 220.344
-218.521 6 224.521
340.137 -3 343.137
-198.351 -1 197.351
-510.387 1 511.387
156.837 3 153.837
128.433 2 126.433
156.094 -3 159.094
-258.885 -5 253.885
-129.221 -3 126.221
-101.364 -3 98.3637
-510.789 1 511.789
-461.38 -2 459.38
-61.1844 7 68.1844
-112.538 6 118.538
208.492 -1 209.492
170.048 -6 176.048
-134.845 2 136.845
267.557 -7 274.557
-242.514 5 247.514
-493.071 7 500.071
595.173 4 591.173
-146.596 -8 138.596
34.9849 -1 35.9849
108.089 -6 114.089
-188.191 2 190.191
-267.273 1 268.273
296.264 7 289.264
151.021 -2 153.021
221.112 3 218.112
11.5306 -4 15.5306
334.047 -3 337.047
39.16 4 35.16
-365.339 1 366.339
-328.547 5 333.547
168.087 5 163.087
-330.063 4 334.063
-61.9604 -6 55.9604
-155.292 -1 154.292
376.031 3 373.031
-79.7416 1 80.7416
63.3245 2 61.3245
110.55 -3 113.55
60.5223 -2 62.5223
-358.194 -6 352.194
64.8562 -1 65.8562
340.32 -4 344.32
308.257 -3 311.257
-208.43 4 212.43

-378.557 1 379.557
70.5274 5 65.5274
159.628 -3 162.628
556.996 5 551.996
-79.6062 -1 78.6062
310.931 3 307.931
-3.68761 -6 2.31239
748.09 -3 751.09
-441.133 -3 438.133
96.7651 2 94.7651
267.264 1 266.264
152.068 1 151.068
383.169 1 382.169
436.982 2 434.982
-141.834 -3 138.834
-15.7577 7 22.7577
-153.052 3 156.052
-563.304 -7 556.304
331.684 -7 338.684
-375.269 7 382.269
669.764 7 662.764
147.587 0 147.587
557.202 1 556.202
-521.594 -6 515.594
-313.872 -1 312.872
148.79 -4 152.79
265.548 2 263.548
32.072 -3 35.072
-36.5054 4 40.5054
-131.702 3 134.702
-97.8221 -8 89.8221
-12.1618 -2 10.1618
106.046 -1 107.046
547.516 0 547.516
-123.897 6 129.897
178.255 1 177.255
-20.7096 4 24.7096
138.493 -5 143.493
130.639 0 130.639
-404.471 4 408.471
266.985 -4 270.985
50.2598 3 47.2598
242.307 -7 249.307
368.155 3 365.155
26.8383 6 20.8383
477.642 -1 478.642
-311.274 3 314.274
145.572 -2 147.572
120.692 4 116.692
-90.6284 7 97.6284
-97.0826 7 104.083
209.314 4 205.314
-227.876 -5 222.876
274.517 5 269.517
412.944 2 410.944
7.74471 1 6.74471
-299.759 -4 295.759
126.642 2 124.642
301.111 7 294.111
-350.397 0 350.397
-578.319 1 579.319
-242.639 -1 241.639
41.2096 -2 43.2096
418.502 7 411.502

-295.99 -6 289.99
303.359 -7 310.359
-298.031 -5 293.031
350.377 4 346.377
198.063 -8 206.063
-493.497 2 495.497
-448.105 5 453.105
-265.763 0 265.763
-80.8008 6 86.8008
-166.691 2 168.691
-206.736 -2 204.736
132.102 4 128.102
123.717 -5 128.717
-158.828 -3 155.828
-79.4362 2 81.4362
-236.068 -7 229.068
175.932 2 173.932
172.591 -3 175.591
123.554 -5 128.554
-69.3591 3 72.3591
-580.774 3 583.774
-54.2947 -4 50.2947
-59.6232 -7 52.6232
-246.862 7 253.862
400.688 -8 408.688
-326.382 -5 321.382
4.61639 5 0.383613
-50.3482 4 54.3482
177.98 3 174.98
279.606 0 279.606
355.745 -3 358.745
583.275 -4 587.275
-457.413 7 464.413
543.805 4 539.805
-88.256 6 94.256
-50.278 3 53.278
234.465 7 227.465
-417.275 -2 415.275
-15.305 -4 11.305
109.823 -4 113.823
43.036 7 36.036
56.5532 -3 59.5532
221.203 2 219.203
54.0385 3 51.0385
227.197 -1 228.197
17.0014 -5 22.0014
189.072 -5 194.072
-127.027 -2 125.027
-420.334 -7 413.334
-193.596 -3 190.596
655.584 -2 657.584
152.879 2 150.879
-389.637 -6 383.637
90.1621 -4 94.1621
526.491 4 522.491
-77.2596 -3 74.2596
51.1185 -6 57.1185
-197.102 7 204.102
92.8516 5 87.8516
681.054 7 674.054
-200.917 1 201.917
-67.1603 -4 63.1603
-92.7382 -3 89.7382
-505.636 6 511.636

-8.46128 -5 3.46128
-622.679 -1 621.679
-136.856 2 138.856
113.513 1 112.513
55.8116 2 53.8116
90.4094 7 83.4094
288.88 -7 295.88
-311.177 5 316.177
32.9033 6 26.9033
-299.093 6 305.093
-153.055 7 160.055
285.239 -2 287.239
-359.281 6 365.281
-6.66969 2 8.66969
-629.755 2 631.755
-44.0363 7 51.0363
7.70348 -3 10.7035
-124.794 2 126.794
-121.701 3 124.701
-78.3186 -8 70.3186
355.511 5 350.511
-62.9107 5 67.9107
16.7691 6 10.7691
26.9015 3 23.9015
26.283 -3 29.283
116.892 0 116.892
432.168 2 430.168
50.8416 2 48.8416
-402.368 1 403.368
-273.935 3 276.935
261.449 -1 262.449
223.453 -4 227.453
136.01 5 131.01
-214.813 -6 208.813
-35.539 2 37.539
306.905 -5 311.905
531.604 -3 534.604
-371.865 3 374.865
-78.0826 -4 74.0826
-41.0443 2 43.0443
-17.5703 -8 9.57034
219.377 2 217.377
-342.57 -6 336.57
345.388 0 345.388
60.4547 0 60.4547
-74.9878 -7 67.9878
15.2576 -7 22.2576
-182.127 4 186.127
44.9419 -1 45.9419
-162.458 -8 154.458
-454.017 1 455.017
-141.185 7 148.185
-301.003 -2 299.003
52.433 -3 55.433
-44.5086 -4 40.5086
327.254 -8 335.254
291.237 -6 297.237
350.057 3 347.057
-359.507 0 359.507
-146.76 1 147.76
204.591 -1 205.591
127.259 7 120.259
210.587 6 204.587
34.5883 0 34.5883

-392.84 -1 391.84
838.01 2 836.01
25.7011 -6 31.7011
409.093 0 409.093
-247.481 3 250.481
88.5605 2 86.5605
106.08 -2 108.08
93.2659 -1 94.2659
16.1495 0 16.1495
45.0418 4 41.0418
-712.823 -6 706.823
-360.675 3 363.675
-114.294 5 119.294
105.639 4 101.639
63.1934 -8 71.1934
-142.223 1 143.223
-163.688 -4 159.688
435.238 -3 438.238
-250.865 6 256.865
-485.562 2 487.562
-134.597 -3 131.597
321.107 -1 322.107
-71.4941 -2 69.4941
612.291 -1 613.291
-154.23 1 155.23
14.851 -8 22.851
-147.564 7 154.564
-31.4402 7 38.4402
-473.308 1 474.308
69.0349 -5 74.0349
-363.786 1 364.786
-146.577 0 146.577
-465.05 -2 463.05
681.579 -5 686.579
-87.417 -6 81.417
-52.8557 -2 50.8557
117.59 5 112.59
-319.617 -7 312.617
373.149 -6 379.149
-529.231 7 536.231
67.6779 -1 68.6779
-664.738 -1 663.738
-59.0877 -6 53.0877
47.0522 -2 49.0522
-124.368 -4 120.368
203.303 -7 210.303
-215.694 -5 210.694
476.941 4 472.941
104.119 3 101.119
21.9691 0 21.9691
-260.044 -7 253.044
-151.448 -6 145.448
243.27 3 240.27
-57.734 -5 52.734
320.175 0 320.175
-409.017 -3 406.017
-478.717 2 480.717
-100.345 -4 96.3453
310.828 -8 318.828
-446.102 -3 443.102
-440.19 7 447.19
-445.215 5 450.215
-390.143 -5 385.143
142.178 0 142.178

-366.51 -7 359.51
106.428 -5 111.428
-149.957 -4 145.957
2.97053 5 2.02947
186.089 -2 188.089
307.791 -8 315.791
-155.414 0 155.414
597.042 -4 601.042
-275.348 -2 273.348
259.811 -6 265.811
151.583 -1 152.583
-306.927 -3 303.927
147.663 3 144.663
102.959 5 97.9589
-95.5109 -5 90.5109
-161.034 7 168.034
181.011 2 179.011
-148.385 -2 146.385
19.254 3 16.254
-138.831 6 144.831
96.2659 1 95.2659
-409.789 -5 404.789
-201.152 -6 195.152
-107.774 5 112.774
115.814 5 110.814
385.561 -2 387.561
-402.835 -3 399.835
150.618 -5 155.618
-221.976 4 225.976
76.5211 6 70.5211
26.4219 -2 28.4219
-151.81 -6 145.81
-225.132 -5 220.132
356.636 -5 361.636
-539.363 1 540.363
-26.1486 -7 19.1486
-14.6971 7 21.6971
-26.8686 5 31.8686
66.0719 -8 74.0719
181.18 -6 187.18
-131.772 -5 126.772
266.897 1 265.897
335.109 -1 336.109
134.527 1 133.527
24.1359 4 20.1359
76.5485 -8 84.5485
-61.9213 0 61.9213
342.098 -5 347.098
420.385 -4 424.385
85.5754 6 79.5754
186.934 5 181.934
-210.108 0 210.108
113.794 6 107.794
29.1835 -6 35.1835
-160.499 2 162.499
45.8458 -7 52.8458
-782.68 -4 778.68
-111.372 3 114.372
435.869 1 434.869
-94.8067 -8 86.8067
-91.7334 -2 89.7334
269.236 5 264.236
-63.5715 4 67.5715
-50.3502 0 50.3502

-99.1415 -1 98.1415
338.368 -3 341.368
-164.443 -5 159.443
-22.7042 4 26.7042
-133.749 -1 132.749
276.928 5 271.928
-262.241 -3 259.241
290.57 -2 292.57
-342.084 7 349.084
-137.588 -2 135.588
-203.845 -5 198.845
-297.643 -4 293.643
80.2658 5 75.2658
253.064 6 247.064
54.2489 7 47.2489
386.309 1 385.309
-77.4312 2 79.4312
211.17 -5 216.17
7.08426 -7 14.0843
498.382 -1 499.382
-55.6682 -3 52.6682
258.333 5 253.333
498.991 -6 504.991
114.625 7 107.625
66.7863 2 64.7863
-307.782 6 313.782
52.6532 -3 55.6532
226.831 3 223.831
156.332 -8 164.332
106.706 1 105.706
285.87 2 283.87
-673.082 2 675.082
623.577 7 616.577
-502.677 6 508.677
87.5617 7 80.5617
406.143 -5 411.143
122.285 3 119.285
-422.972 -6 416.972
133.092 -1 134.092
-280.309 1 281.309
-56.662 6 62.662
31.4422 7 24.4422
648.17 7 641.17
-158.987 -3 155.987
341.419 7 334.419
-128.359 2 130.359
-200.323 2 202.323
-340.857 -8 332.857
15.2549 -4 19.2549
287.527 -3 290.527
-334.015 -4 330.015
-11.5873 7 18.5873
-327.757 -3 324.757
-333.926 3 336.926
7.23658 7 0.236578
-35.4879 6 41.4879
32.0559 -8 40.0559
-1.87867 0 1.87867
203.665 6 197.665
-388.62 -3 385.62
169.29 -8 177.29
-249.861 5 254.861
61.3179 -2 63.3179
-136.285 -6 130.285

464.282 7 457.282
-644.174 -1 643.174
112.893 0 112.893
-526.082 -7 519.082
402.057 -7 409.057
-316.667 3 319.667
-277.467 -5 272.467
-8.83772 -3 5.83772
70.6233 7 63.6233
33.6877 -5 38.6877
97.506 -4 101.506
404.962 2 402.962
62.0806 2 60.0806
-28.7069 0 28.7069
67.6821 -5 72.6821
-89.4784 -5 84.4784
330.953 1 329.953
35.8562 -2 37.8562
-344.209 -4 340.209
86.9454 -7 93.9454
363.825 7 356.825
88.1411 -8 96.1411
-237.854 2 239.854
70.1649 0 70.1649
48.2341 6 42.2341
-140.854 -3 137.854
-12.6596 -5 7.65959
-33.9434 2 35.9434
875.972 -5 880.972
33.0624 1 32.0624
320.21 -8 328.21
-328.312 -2 326.312
-265.394 1 266.394
53.7873 -1 54.7873
135.86 -2 137.86
-371.273 5 376.273
98.466 -4 102.466
-153.519 4 157.519
-111.456 -4 107.456
-165.195 4 169.195
69.6448 2 67.6448
183.929 -7 190.929
-339.93 4 343.93
164.196 7 157.196
-399.232 3 402.232
-116.596 0 116.596
-243.092 -1 242.092
25.0659 -8 33.0659
10.1274 -4 14.1274
426.518 3 423.518
-422.613 3 425.613
349.145 0 349.145
-10.3344 6 16.3344
70.855 6 64.855
239.706 -8 247.706
401.518 -4 405.518
223.294 2 221.294
-153.021 3 156.021
49.699 -4 53.699
-25.0076 -7 18.0076
-379.763 2 381.763
137.858 5 132.858
56.4618 3 53.4618
200.023 -2 202.023

-314.415 5 319.415
-48.0452 -1 47.0452
434.953 -8 442.953
89.5543 -4 93.5543
-126.707 -6 120.707
346.497 4 342.497
-144.991 -1 143.991
164.476 7 157.476
276.098 0 276.098
72.4795 -3 75.4795
81.043 5 76.043
131.379 -7 138.379
-56.2119 -5 51.2119
-180.68 -6 174.68
58.9486 -5 63.9486
264.09 6 258.09
-494.187 -2 492.187
153.045 -6 159.045
19.9132 6 13.9132
-280.212 -6 274.212
20.8863 0 20.8863
266.593 2 264.593
4.2268 -2 6.2268
26.3916 6 20.3916
151.564 -7 158.564
198.753 0 198.753
-113.102 -7 106.102
-74.9415 7 81.9415
-329.725 -7 322.725
290.978 -1 291.978
-146.662 5 151.662
19.4262 -2 21.4262
-151.305 4 155.305
386.851 1 385.851
33.6929 7 26.6929
130.487 4 126.487
-49.2255 -7 42.2255
81.064 6 75.064
-270.759 -3 267.759
110.829 -1 111.829
1.59495 4 2.40505
-27.3058 5 32.3058
59.0717 -6 65.0717
-200.489 -3 197.489
-5.70305 0 5.70305
434.663 2 432.663
226.137 0 226.137
-148.953 -8 140.953
152.194 0 152.194
80.4525 3 77.4525
-477.744 -4 473.744
-212.666 1 213.666
-13.4164 -6 7.41636
-196.537 -1 195.537
-282.804 1 283.804
-528.461 2 530.461
-213.563 4 217.563
-91.0155 -6 85.0155
-3.38134 -6 2.61866
78.6563 7 71.6563
286.355 -2 288.355
381.438 1 380.438
-286.008 5 291.008
-44.6471 0 44.6471

-32.5082 4 36.5082
201.674 6 195.674
-319.159 7 326.159
501.134 1 500.134
579.164 7 572.164
-41.0304 -3 38.0304
163.392 5 158.392
79.1628 5 74.1628
132.208 7 125.208
37.7001 -2 39.7001
62.9822 -1 63.9822
80.3621 5 75.3621
73.9398 -2 75.9398
125.886 5 120.886
250.895 6 244.895
123.58 -6 129.58
-44.5537 1 45.5537
-16.7869 1 17.7869
248.683 -3 251.683
-95.6828 -1 94.6828
-115.591 7 122.591
136.195 -1 137.195
7.18554 -1 8.18554
-45.9713 -6 39.9713
-228.853 -6 222.853
-43.3318 3 46.3318
-121.835 -4 117.835
-282.097 -3 279.097
-49.8376 -2 47.8376
381.906 5 376.906
-508.25 -7 501.25
34.8453 -1 35.8453
-396.529 7 403.529
-120.601 -2 118.601
180.932 1 179.932
321.431 -8 329.431
-94.9405 -6 88.9405
170.116 -2 172.116
-222.638 0 222.638
370.422 1 369.422
-173.229 -3 170.229
127.03 4 123.03
231.574 4 227.574
-148.635 -6 142.635
40.5495 3 37.5495
-479.123 6 485.123
-132.807 -7 125.807
-239.265 -4 235.265
42.0381 5 37.0381
111.189 -7 118.189
418.407 -8 426.407
-539.664 -8 531.664
-301.279 7 308.279
-351.043 1 352.043
16.4813 1 15.4813
401.862 -6 407.862
-37.5584 -7 30.5584
-361.976 1 362.976
-94.4679 6 100.468
119.161 -7 126.161
-168.408 2 170.408
-155.362 0 155.362
85.3756 6 79.3756
-160.416 -2 158.416

-130.038 2 132.038
107.795 -2 109.795
-167.264 -4 163.264
220.891 4 216.891
134.205 -1 135.205
337.117 4 333.117
-38.6847 -5 33.6847
-368.755 4 372.755
0.926861 2 1.07314
94.5938 -8 102.594
-387.54 2 389.54
-143.348 -1 142.348
-8.90775 -5 3.90775
-404.002 7 411.002
-85.2851 -7 78.2851
-189.99 1 190.99
88.0982 -3 91.0982
-518.197 5 523.197
-106.71 6 112.71
-46.8729 7 53.8729
-222.951 -8 214.951
-383.351 -1 382.351
-135.822 -3 132.822
347.526 -6 353.526
550.479 2 548.479
-458.528 -7 451.528
267.607 3 264.607
-481.472 -6 475.472
-145.584 2 147.584
261.444 -1 262.444
199.237 -3 202.237
185.146 -3 188.146
-28.6887 -7 21.6887
124.892 -6 130.892
99.5496 4 95.5496
-506.875 0 506.875
-312.352 6 318.352
-66.9975 -6 60.9975
-324.003 6 330.003
-135.105 1 136.105
-142.887 -3 139.887
-534.961 -2 532.961
-206.884 3 209.884
-110.125 6 116.125
278.486 -4 282.486
-227.44 -6 221.44
-169.842 -7 162.842
668.625 0 668.625
487.252 1 486.252
-114.765 4 118.765
-392.755 -7 385.755
-160.102 -4 156.102
-582.574 6 588.574
173.553 7 166.553
292.316 7 285.316
70.6952 1 69.6952
-258.983 -1 257.983
-296.375 -6 290.375
182.666 -2 184.666
145.45 -5 150.45
101.388 4 97.3876
-202.832 -6 196.832
140.99 2 138.99
35.0817 -2 37.0817

157.511 6 151.511
-367.018 5 372.018
820.349 1 819.349
-469.869 -8 461.869
-14.3189 -8 6.31892
-527.932 -2 525.932
-126.192 -2 124.192
-528.704 4 532.704
136.03 -7 143.03
-229.869 6 235.869
-306.332 1 307.332
145.795 6 139.795
-457.004 -8 449.004
37.3071 -5 42.3071
131.307 -5 136.307
123.67 3 120.67
44.6941 -8 52.6941
126.312 -4 130.312
-113.995 4 117.995
85.2804 4 81.2804
3.48053 -3 6.48053
-511.058 2 513.058
548.007 -3 551.007
295.925 -6 301.925
625.215 3 622.215
71.0059 1 70.0059
395.017 -7 402.017
109.838 2 107.838
84.2457 0 84.2457
-248.592 4 252.592
-222.396 6 228.396
-551.851 0 551.851
25.0567 -5 30.0567
-193.795 0 193.795
264.848 1 263.848
-230.033 -8 222.033
-68.7335 6 74.7335
77.7034 3 74.7034
92.9403 2 90.9403
-388.734 7 395.734
-567.348 6 573.348
-298.916 -8 290.916
-4.8468 -7 2.1532
-193.764 1 194.764
83.1445 6 77.1445
-20.0513 -7 13.0513
154.264 1 153.264
357.852 -3 360.852
68.7548 1 67.7548
-216.739 2 218.739
-339.619 -6 333.619
-62.2642 -5 57.2642
-12.329 0 12.329
77.6 -3 80.6
118.865 3 115.865
-128.764 -1 127.764
234.132 -8 242.132
390.995 -1 391.995
388.349 5 383.349
-346.925 1 347.925
232.212 -4 236.212
85.6281 -8 93.6281
-445.021 -1 444.021
-28.9319 -6 22.9319

-160.587 -4 156.587
-454.634 6 460.634
-424.468 0 424.468
-28.5966 7 35.5966
-58.6941 -3 55.6941
614.888 5 609.888
-367.975 -7 360.975
-205.866 -3 202.866
159.656 3 156.656
210.023 3 207.023
-618.846 6 624.846
-79.6102 1 80.6102
-79.5976 -2 77.5976
63.7807 -1 64.7807
-474.505 -5 469.505
-189.469 -1 188.469
80.8597 -6 86.8597
332.822 0 332.822
322.744 6 316.744
-102.871 -6 96.8709
-54.3751 -3 51.3751
401.751 0 401.751
-205.365 -3 202.365
-95.3203 -8 87.3203
-21.4234 3 24.4234
-253.467 -2 251.467
327.293 0 327.293
362.84 -2 364.84
-193.878 2 195.878
-403.311 -5 398.311
66.6761 6 60.6761
-429.349 5 434.349
154.387 6 148.387
-107.575 6 113.575
327.612 -5 332.612
-195.1 5 200.1
-82.4414 5 87.4414
154.07 0 154.07
192.021 6 186.021
151.243 -6 157.243
35.9674 2 33.9674
-111.55 -1 110.55
113.077 0 113.077
-221.556 4 225.556
-109.593 -5 104.593
590.797 5 585.797
72.6284 6 66.6284
491.786 7 484.786
-536.684 -2 534.684
183.719 7 176.719
39.7632 -2 41.7632
-285.035 1 286.035
-62.0188 -2 60.0188
-96.6733 -7 89.6733
93.9804 0 93.9804
-15.4166 3 18.4166
-238.037 -4 234.037
248.844 -6 254.844
-397.224 6 403.224
-472.511 1 473.511
144.172 -6 150.172
-403.34 1 404.34
35.9102 4 31.9102
222.049 4 218.049

-217.743 6 223.743
286.886 -2 288.886
-196.1 -3 193.1
222.619 6 216.619
232.939 -1 233.939
-203.465 -1 202.465
-67.7863 6 73.7863
79.3068 1 78.3068
-123.079 -5 118.079
118.159 4 114.159
139.105 5 134.105
43.0447 5 38.0447
89.8631 4 85.8631
158.597 4 154.597
91.4454 4 87.4454
104.213 3 101.213
453.364 3 450.364
-98.1033 5 103.103
-3.85933 4 7.85933
217.052 3 214.052
-254.38 -4 250.38
-219.342 -4 215.342
-219.2 3 222.2
522.382 1 521.382
307.514 -4 311.514
-253.242 0 253.242
214.446 -7 221.446
-330.359 -5 325.359
150.499 -3 153.499
-189.072 -2 187.072
-34.3534 -8 26.3534
43.0569 -4 47.0569
-386.204 -4 382.204
84.8296 6 78.8296
307.805 3 304.805
259.72 -5 264.72
54.6361 5 49.6361
345.962 0 345.962
185.167 -5 190.167
22.9895 6 16.9895
-96.7327 2 98.7327
-115.98 -4 111.98
210.534 6 204.534
-55.4483 -8 47.4483
-125.73 7 132.73
243.042 1 242.042
-68.5212 3 71.5212
-310.133 -1 309.133
-47.1661 3 50.1661
-161.159 0 161.159
133.522 -1 134.522
455.453 -2 457.453
-122.713 6 128.713
113.292 -8 121.292
-257.499 3 260.499
258.016 0 258.016
-255.335 -1 254.335
496.335 -5 501.335
-454.961 7 461.961
146.31 3 143.31
-198.269 -7 191.269
-105.252 -1 104.252
296.964 -1 297.964
-380.773 -6 374.773

-633.123 -6 627.123
276.428 5 271.428
-295.257 6 301.257
65.9121 -8 73.9121
-40.3069 -7 33.3069
667.977 -4 671.977
-460.246 3 463.246
109.576 -6 115.576
220.834 1 219.834
88.7228 0 88.7228
206.653 -3 209.653
-3.26778 3 6.26778
-310.279 3 313.279
148.799 3 145.799
101.878 0 101.878
-118.415 2 120.415
-257.36 3 260.36
52.2661 -3 55.2661
-555.189 5 560.189
-170.111 -4 166.111
72.0596 -4 76.0596
7.13356 5 2.13356
325.351 1 324.351
-168.962 -6 162.962
85.7765 -3 88.7765
-362.696 3 365.696
-519.138 5 524.138
199.702 7 192.702
147.728 -1 148.728
179 -1 180
216.509 -8 224.509
75.6987 -4 79.6987
340.352 -8 348.352
60.226 -5 65.226
-2.63354 -2 0.633541
154.642 7 147.642
213.701 2 211.701
541.815 -1 542.815
-192.822 -8 184.822
41.7401 -1 42.7401
222.976 -1 223.976
-133.361 0 133.361
-534.711 5 539.711
-45.1226 1 46.1226
-355.944 -5 350.944
322.657 5 317.657
-146.702 -8 138.702
-194.159 -7 187.159
-332.2 7 339.2
-440.564 -1 439.564
-72.3521 -4 68.3521
212.533 5 207.533
4.40997 -2 6.40997
196.951 -7 203.951
-99.5 3 102.5
-103.873 4 107.873
59.9371 -2 61.9371
-71.0221 6 77.0221
-54.3745 -1 53.3745
-271.287 -4 267.287
-172.904 4 176.904
-344.196 1 345.196
-408.489 -5 403.489
-87.9964 -5 82.9964

192.388 3 189.388
192.459 -5 197.459
-302.158 0 302.158
122.363 0 122.363
385.143 -7 392.143
352.409 6 346.409
53.0488 5 48.0488
-71.1807 7 78.1807
45.712 3 42.712
-213.103 -8 205.103
232.528 -8 240.528
131.981 -8 139.981
-173.817 7 180.817
533.837 -3 536.837
88.5177 -8 96.5177
-152.558 -3 149.558
-295.873 -3 292.873
19.7482 -6 25.7482
-198.689 -1 197.689
336.156 -8 344.156
-185.332 4 189.332
314.189 1 313.189
-78.0873 -3 75.0873
-88.9774 -6 82.9774
-192.243 7 199.243
-87.472 -3 84.472
-70.2773 0 70.2773
-125.243 -4 121.243
-298.66 4 302.66
-304.804 5 309.804
-38.7718 7 45.7718
-79.2707 2 81.2707
-162.326 -3 159.326
-291.953 -6 285.953
313.681 -1 314.681
-133.016 -1 132.016
-218.736 -8 210.736
570.069 -4 574.069
127.847 -2 129.847
-131.495 -5 126.495
119.919 6 113.919
308.467 -4 312.467
-153.247 -4 149.247
17.5602 -7 24.5602
-243.971 4 247.971
-79.735 -5 74.735
-95.5549 -7 88.5549
77.0712 -1 78.0712
-337.445 -5 332.445
-230.404 -6 224.404
460.356 -1 461.356
62.4519 -3 65.4519
158.622 -8 166.622
-240.834 3 243.834
-277.244 -6 271.244
-199.729 6 205.729
-157.353 4 161.353
55.5227 -8 63.5227
48.3515 -3 51.3515
-421.578 6 427.578
-269.577 -7 262.577
-397.922 -3 394.922
146.54 5 141.54
-207.433 7 214.433

-468.679 -7 461.679
258.8 -4 262.8
203.55 2 201.55
333.54 -5 338.54
-412.768 4 416.768
-430.905 0 430.905
373.472 -7 380.472
18.9598 2 16.9598
-568.162 4 572.162
4.73575 3 1.73575
415.473 -8 423.473
183.986 7 176.986
124.764 -8 132.764
42.6752 -4 46.6752
129.458 -5 134.458
64.6975 4 60.6975
-5.87122 4 9.87122
-114.293 7 121.293
195.662 -3 198.662
-37.3003 -8 29.3003
-434.863 0 434.863
373.714 -3 376.714
161.31 5 156.31
405.245 -7 412.245
110.853 -1 111.853
287.66 0 287.66
-31.7325 -4 27.7325
-296.017 -5 291.017
-502.734 -2 500.734
-60.4019 -2 58.4019
272.234 -3 275.234
-6.72357 -2 4.72357
8.73747 -1 9.73747
212.853 -7 219.853
